order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_000091,2,credit_card,4,86.11
ord_000092,1,credit_card,10,100.48
ord_000093,1,credit_card,6,59.67
ord_000094,1,credit_card,10,7.98
ord_000094,2,credit_card,3,87.22
ord_000095,1,boleto,1,510.59
ord_000096,1,credit_card,10,198.46
ord_000097,1,boleto,1,127.92
ord_000098,1,credit_card,10,100.02
ord_000099,1,credit_card,6,217.97
ord_000100,1,credit_card,2,530.3
ord_000101,1,credit_card,4,973.35
ord_000102,1,debit_card,1,38.67
ord_000102,2,credit_card,12,152.53
ord_000103,1,boleto,1,43.21
ord_000104,1,credit_card,3,682.78
ord_000105,1,credit_card,10,1101.31
ord_000106,1,credit_card,1,43.61
ord_000107,1,boleto,1,1041.26
ord_000108,1,voucher,1,1051.56
ord_000109,1,credit_card,6,88.19
ord_000110,1,credit_card,4,81.86
ord_000111,1,credit_card,12,36.93
ord_000112,1,credit_card,1,798.16
ord_000113,1,voucher,1,52.41
ord_000113,2,credit_card,2,68.96
ord_000114,1,credit_card,1,115.53
ord_000115,1,credit_card,6,214.53
ord_000116,1,credit_card,2,139.1
ord_000117,1,credit_card,12,523.77
ord_000118,1,boleto,1,38.02
ord_000119,1,voucher,1,82.31
ord_000120,1,credit_card,1,469.79
ord_000121,1,credit_card,6,113.69
ord_000122,1,credit_card,4,1100.09
ord_000123,1,credit_card,6,194.47
ord_000124,1,credit_card,4,197.33
ord_000125,1,credit_card,2,130.81
ord_000126,1,credit_card,1,148.42
ord_000127,1,credit_card,4,2193.44
ord_000128,1,credit_card,4,527.75
ord_000129,1,boleto,1,146.52
ord_000130,1,voucher,1,67.97
ord_000131,1,credit_card,1,286.5
ord_000132,1,boleto,1,575.64
ord_000133,1,credit_card,2,76.76
ord_000134,1,credit_card,2,191.24
ord_000135,1,boleto,1,133.92
ord_000136,1,credit_card,6,1511.81
ord_000137,1,credit_card,12,100.57
ord_000137,2,credit_card,1,2.55
ord_000138,1,credit_card,2,64.94
ord_000139,1,credit_card,10,222.9
ord_000140,1,boleto,1,813.97
ord_000141,1,credit_card,3,981.68
ord_000142,1,credit_card,12,1055.21
ord_000143,1,credit_card,4,43.3
ord_000143,2,credit_card,4,10.37
ord_000144,1,credit_card,4,151.81
ord_000145,1,credit_card,10,479.86
ord_000146,1,credit_card,12,106.52
ord_000147,1,boleto,1,1099.08
ord_000148,1,boleto,1,1058.28
ord_000149,1,credit_card,3,800.2
ord_000150,1,credit_card,2,324.09
ord_000151,1,credit_card,2,626.51
ord_000152,1,boleto,1,1097.29
ord_000153,1,credit_card,10,114.36
ord_000154,1,boleto,1,149.52
ord_000155,1,credit_card,2,56.43
ord_000156,1,boleto,1,38.14
ord_000157,1,credit_card,6,131.87
ord_000158,1,credit_card,4,273.25
ord_000159,1,voucher,1,195.01
ord_000160,1,credit_card,3,993.12
ord_000161,1,credit_card,3,4.66
ord_000161,2,credit_card,4,9.01
ord_000161,3,credit_card,4,41.89
ord_000162,1,credit_card,3,663.24
ord_000163,1,credit_card,12,282.01
ord_000164,1,credit_card,12,1287.06
ord_000165,1,credit_card,1,76.5
ord_000166,1,boleto,1,193.02
ord_000167,1,credit_card,4,242.44
ord_000168,1,credit_card,4,147.64
ord_000169,1,credit_card,12,417.64
ord_000170,1,debit_card,1,1113.74
ord_000171,1,boleto,1,337.58
ord_000172,1,credit_card,4,511.75
ord_000173,1,boleto,1,63.16
ord_000174,1,boleto,1,136.02
ord_000175,1,credit_card,6,29.46
ord_000176,1,boleto,1,200.08
ord_000177,1,credit_card,10,299.23
ord_000178,1,boleto,1,77.5
ord_000179,1,credit_card,1,1417.8
ord_000180,1,credit_card,12,18.17
ord_000181,1,credit_card,10,45.89
ord_000182,1,credit_card,3,2756.39
ord_000183,1,credit_card,4,56.39
ord_000184,1,credit_card,4,54.39
ord_000185,1,boleto,1,86.51
ord_000186,1,credit_card,12,1045.02
ord_000187,1,credit_card,4,650.56
ord_000188,1,credit_card,10,567.66
ord_000189,1,boleto,1,59.86
ord_000190,1,credit_card,12,540.18
ord_000191,1,credit_card,2,38.35
ord_000192,1,credit_card,12,34.22
ord_000193,1,credit_card,12,3.74
ord_000193,2,boleto,1,14.14
ord_000194,1,credit_card,12,1098.65
ord_000195,1,credit_card,4,41.75
ord_000196,1,boleto,1,60.16
ord_000197,1,voucher,1,38.6
ord_000198,1,credit_card,3,2250.75
ord_000199,1,boleto,1,96.59
ord_000200,1,credit_card,4,29.98
ord_000201,1,credit_card,1,433.49
ord_000202,1,credit_card,3,142.0
ord_000203,1,credit_card,4,150.05
ord_000204,1,boleto,1,235.87
ord_000205,1,credit_card,12,30.52
ord_000206,1,credit_card,6,275.1
ord_000207,1,credit_card,3,502.24
ord_000208,1,credit_card,2,1012.6
ord_000209,1,credit_card,4,510.25
ord_000210,1,credit_card,1,340.28
ord_000211,1,boleto,1,540.53
ord_000212,1,credit_card,1,335.24
ord_000213,1,credit_card,10,114.75
ord_000214,1,credit_card,2,113.23
ord_000215,1,credit_card,12,865.69
ord_000216,1,boleto,1,689.67
ord_000217,1,credit_card,1,467.93
ord_000218,1,credit_card,3,98.66
ord_000219,1,credit_card,3,164.71
ord_000219,2,credit_card,6,26.09
ord_000219,3,boleto,1,156.59
ord_000220,1,boleto,1,40.76
ord_000221,1,credit_card,12,59.98
ord_000222,1,credit_card,10,543.56
ord_000223,1,credit_card,1,69.4
ord_000224,1,credit_card,2,146.39
ord_000225,1,credit_card,1,49.42
ord_000226,1,credit_card,1,63.27
ord_000227,1,boleto,1,96.4
ord_000228,1,boleto,1,212.11
ord_000228,2,voucher,1,280.15
ord_000229,1,credit_card,2,51.27
ord_000230,1,credit_card,10,52.47
ord_000231,1,voucher,1,880.41
ord_000232,1,credit_card,2,764.37
ord_000233,1,credit_card,3,174.07
ord_000234,1,boleto,1,133.47
ord_000235,1,boleto,1,39.26
ord_000236,1,credit_card,2,122.09
ord_000237,1,credit_card,10,28.23
ord_000238,1,credit_card,2,541.73
ord_000239,1,credit_card,12,69.43
ord_000240,1,credit_card,6,690.37
ord_000241,1,credit_card,3,561.99
ord_000242,1,credit_card,10,133.31
ord_000243,1,credit_card,3,239.02
ord_000244,1,credit_card,12,1097.69
ord_000245,1,credit_card,4,101.93
ord_000246,1,credit_card,10,202.66
ord_000247,1,boleto,1,317.55
ord_000248,1,credit_card,12,618.74
ord_000249,1,credit_card,12,432.0
ord_000250,1,credit_card,12,709.94
ord_000251,1,credit_card,3,708.86
ord_000252,1,credit_card,12,202.19
ord_000253,1,debit_card,1,25.17
ord_000253,2,credit_card,3,4.59
ord_000253,3,credit_card,10,92.3
ord_000254,1,credit_card,10,1039.62
ord_000255,1,credit_card,4,1184.99
ord_000256,1,credit_card,2,1879.33
ord_000257,1,credit_card,4,322.37
ord_000258,1,voucher,1,28.31
ord_000259,1,credit_card,1,57.87
ord_000260,1,debit_card,1,77.26
ord_000261,1,credit_card,2,122.69
ord_000262,1,boleto,1,205.13
ord_000263,1,credit_card,12,1252.83
ord_000264,1,credit_card,3,1066.04
ord_000265,1,credit_card,1,116.39
ord_000266,1,credit_card,3,75.56
ord_000267,1,credit_card,1,385.65
ord_000268,1,voucher,1,933.53
ord_000269,1,credit_card,1,107.51
ord_000269,2,credit_card,1,67.52
ord_000270,1,credit_card,1,54.99
ord_000271,1,credit_card,6,196.56
ord_000272,1,credit_card,6,150.42
ord_000273,1,credit_card,1,1394.95
ord_000274,1,credit_card,6,1115.37
ord_000275,1,credit_card,10,63.85
ord_000276,1,credit_card,10,490.78
ord_000277,1,boleto,1,373.63
ord_000278,1,boleto,1,308.56
ord_000279,1,voucher,1,29.9
ord_000280,1,credit_card,3,288.2
ord_000281,1,credit_card,12,481.99
ord_000282,1,credit_card,12,835.36
ord_000283,1,boleto,1,80.45
ord_000284,1,credit_card,10,427.94
ord_000285,1,credit_card,2,442.14
ord_000286,1,credit_card,1,388.37
ord_000287,1,credit_card,10,195.78
ord_000288,1,voucher,1,142.82
ord_000288,2,credit_card,10,170.19
ord_000289,1,credit_card,2,164.95
ord_000290,1,boleto,1,78.11
ord_000291,1,credit_card,6,375.47
ord_000292,1,credit_card,3,191.17
ord_000293,1,credit_card,1,1096.08
ord_000294,1,voucher,1,106.38
ord_000295,1,credit_card,3,379.8
ord_000296,1,boleto,1,219.17
ord_000297,1,credit_card,1,378.23
ord_000298,1,credit_card,3,798.59
ord_000299,1,voucher,1,92.03
ord_000300,1,credit_card,1,221.04
ord_000301,1,boleto,1,535.3
ord_000302,1,voucher,1,191.6
ord_000303,1,credit_card,6,81.37
ord_000304,1,boleto,1,68.58
ord_000305,1,credit_card,3,44.55
ord_000305,2,boleto,1,34.1
ord_000306,1,voucher,1,62.51
ord_000307,1,credit_card,3,973.08
ord_000308,1,boleto,1,986.74
ord_000309,1,voucher,1,805.3
ord_000310,1,credit_card,6,1361.64
ord_000311,1,credit_card,4,428.25
ord_000312,1,credit_card,12,272.79
ord_000313,1,credit_card,12,630.46
ord_000314,1,credit_card,3,200.39
ord_000315,1,credit_card,1,400.76
ord_000316,1,credit_card,3,283.61
ord_000317,1,credit_card,2,100.84
ord_000318,1,boleto,1,239.63
ord_000319,1,boleto,1,91.2
ord_000320,1,credit_card,4,1099.0
ord_000321,1,debit_card,1,1.32
ord_000321,2,credit_card,3,26.98
ord_000321,3,credit_card,4,39.47
ord_000322,1,credit_card,10,623.98
ord_000323,1,credit_card,10,29.19
ord_000324,1,credit_card,1,158.09
ord_000325,1,credit_card,1,1098.27
ord_000326,1,credit_card,1,37.64
ord_000327,1,boleto,1,368.1
ord_000328,1,credit_card,3,327.21
ord_000329,1,boleto,1,288.46
ord_000330,1,boleto,1,183.06
ord_000331,1,credit_card,12,513.5
ord_000332,1,boleto,1,47.71
ord_000333,1,credit_card,1,190.23
ord_000334,1,credit_card,4,61.09
ord_000335,1,credit_card,6,124.12
ord_000336,1,credit_card,1,1872.58
ord_000337,1,credit_card,12,33.69
ord_000338,1,voucher,1,48.79
ord_000339,1,credit_card,4,164.08
ord_000340,1,credit_card,3,982.88
ord_000341,1,credit_card,12,293.38
ord_000342,1,credit_card,6,533.0
ord_000343,1,credit_card,2,381.45
ord_000344,1,credit_card,2,868.67
ord_000345,1,credit_card,10,115.06
ord_000346,1,credit_card,12,48.05
ord_000346,2,credit_card,12,610.04
ord_000347,1,credit_card,1,287.07
ord_000348,1,debit_card,1,30.2
ord_000349,1,credit_card,2,268.09
ord_000350,1,boleto,1,69.91
ord_000351,1,credit_card,3,712.41
ord_000352,1,credit_card,2,78.22
ord_000353,1,credit_card,10,2194.35
ord_000354,1,credit_card,4,33.0
ord_000355,1,credit_card,2,43.2
ord_000356,1,credit_card,2,72.64
ord_000357,1,boleto,1,209.3
ord_000358,1,credit_card,6,55.07
ord_000359,1,credit_card,6,539.5
ord_000360,1,boleto,1,106.26
ord_000361,1,credit_card,6,601.29
ord_000362,1,credit_card,10,70.56
ord_000363,1,credit_card,3,289.05
ord_000364,1,voucher,1,71.86
ord_000365,1,debit_card,1,86.55
ord_000366,1,boleto,1,1112.09
ord_000367,1,boleto,1,412.33
ord_000368,1,boleto,1,139.68
ord_000369,1,credit_card,3,91.95
ord_000370,1,credit_card,3,92.54
ord_000371,1,credit_card,6,1766.03
ord_000372,1,credit_card,6,81.16
ord_000373,1,credit_card,2,57.13
ord_000374,1,boleto,1,810.47
ord_000375,1,credit_card,6,1613.13
ord_000376,1,boleto,1,1438.28
ord_000377,1,credit_card,3,120.32
ord_000378,1,credit_card,10,101.29
ord_000379,1,boleto,1,87.74
ord_000380,1,credit_card,3,192.02
ord_000381,1,boleto,1,582.1
ord_000382,1,credit_card,1,1101.45
ord_000383,1,boleto,1,58.99
ord_000384,1,voucher,1,71.64
ord_000385,1,credit_card,3,152.91
ord_000386,1,credit_card,2,191.85
ord_000387,1,credit_card,10,199.71
ord_000388,1,boleto,1,1182.07
ord_000389,1,boleto,1,64.97
ord_000390,1,credit_card,12,125.07
ord_000391,1,credit_card,10,71.64
ord_000392,1,credit_card,3,46.77
ord_000393,1,credit_card,12,95012.4
ord_000394,1,credit_card,3,11.0
ord_000394,2,credit_card,10,12.86
ord_000394,3,credit_card,3,16.46
ord_000395,1,boleto,1,91.59
ord_000396,1,credit_card,12,135.88
ord_000396,2,boleto,1,85.73
ord_000397,1,boleto,1,604.07
ord_000398,1,credit_card,1,492.29
ord_000399,1,credit_card,2,126.08
ord_000400,1,credit_card,4,160.71
ord_000401,1,credit_card,10,58.03
ord_000402,1,boleto,1,91.18
ord_000403,1,credit_card,4,8.19
ord_000403,2,credit_card,1,10.33
ord_000403,3,credit_card,10,30.46
ord_000404,1,credit_card,3,1044.68
ord_000405,1,credit_card,10,1304.88
ord_000406,1,credit_card,4,909.91
ord_000407,1,credit_card,1,88.55
ord_000408,1,credit_card,2,52.63
ord_000409,1,credit_card,3,335.41
ord_000410,1,credit_card,10,81.81
ord_000411,1,credit_card,12,27.34
ord_000412,1,credit_card,10,186.71
ord_000413,1,boleto,1,2828.32
ord_000414,1,credit_card,10,690.58
ord_000415,1,credit_card,6,56.63
ord_000416,1,credit_card,1,412.66
ord_000417,1,debit_card,1,865.7
ord_000418,1,boleto,1,388.12
ord_000419,1,credit_card,6,1056.97
ord_000420,1,boleto,1,1050.26
ord_000421,1,credit_card,1,1330.2
ord_000422,1,boleto,1,942.45
ord_000423,1,credit_card,1,93.13
ord_000423,2,credit_card,1,26.21
ord_000424,1,credit_card,12,357.4
ord_000425,1,boleto,1,97.75
ord_000426,1,credit_card,10,1223.94
ord_000427,1,credit_card,4,89.28
ord_000428,1,voucher,1,152.81
ord_000429,1,credit_card,4,152.64
ord_000430,1,credit_card,10,110.71
ord_000431,1,credit_card,1,470.15
ord_000432,1,credit_card,12,28.4
ord_000433,1,credit_card,2,23.87
ord_000434,1,boleto,1,173.65
ord_000435,1,boleto,1,906.89
ord_000436,1,credit_card,2,73.98
ord_000437,1,credit_card,4,498.5
ord_000438,1,credit_card,10,378.82
ord_000439,1,credit_card,2,28.63
ord_000440,1,voucher,1,93.04
ord_000441,1,boleto,1,511.17
ord_000442,1,boleto,1,36.76
ord_000443,1,credit_card,2,73.71
ord_000444,1,credit_card,3,90.64
ord_000445,1,credit_card,2,123.89
ord_000446,1,credit_card,10,82.51
ord_000446,2,credit_card,4,35.31
ord_000446,3,credit_card,4,77.65
ord_000447,1,credit_card,3,195.45
ord_000448,1,boleto,1,19.36
ord_000448,2,credit_card,10,22.1
ord_000448,3,credit_card,12,19.41
ord_000449,1,credit_card,2,839.43
ord_000450,1,credit_card,1,93.09
ord_000451,1,credit_card,6,273.57
ord_000452,1,credit_card,2,310.63
ord_000453,1,boleto,1,92.8
ord_000454,1,credit_card,1,197.48
ord_000455,1,credit_card,1,722.62
ord_000456,1,credit_card,10,610.31
ord_000457,1,boleto,1,132.62
ord_000458,1,debit_card,1,106.82
ord_000459,1,credit_card,3,119.85
ord_000460,1,credit_card,1,38.82
ord_000461,1,voucher,1,656.18
ord_000462,1,credit_card,2,72.22
ord_000463,1,debit_card,1,597.77
ord_000464,1,debit_card,1,57.56
ord_000465,1,voucher,1,30.28
ord_000465,2,credit_card,4,32.3
ord_000466,1,credit_card,3,176.58
ord_000466,2,credit_card,1,64.94
ord_000466,3,voucher,1,36.41
ord_000467,1,credit_card,4,130.06
ord_000468,1,credit_card,2,106.27
ord_000469,1,credit_card,12,993.27
ord_000470,1,credit_card,12,575.91
ord_000471,1,credit_card,6,194.42
ord_000472,1,credit_card,6,602.65
ord_000473,1,credit_card,12,95.98
ord_000474,1,credit_card,10,408.51
ord_000475,1,credit_card,3,5.84
ord_000475,2,credit_card,4,34.21
ord_000475,3,credit_card,12,31.84
ord_000476,1,boleto,1,33.76
ord_000477,1,credit_card,10,143.79
ord_000478,1,credit_card,12,194.46
ord_000479,1,credit_card,1,423.12
ord_000480,1,credit_card,4,189.92
ord_000481,1,boleto,1,132.3
ord_000482,1,credit_card,3,95.4
ord_000483,1,credit_card,2,85.53
ord_000484,1,boleto,1,255.3
ord_000485,1,boleto,1,116.94
ord_000486,1,debit_card,1,352.94
ord_000487,1,boleto,1,757.32
ord_000488,1,credit_card,3,200.71
ord_000489,1,credit_card,6,736.85
ord_000490,1,credit_card,12,52.59
ord_000491,1,credit_card,6,567.66
ord_000492,1,credit_card,6,681.29
ord_000493,1,credit_card,4,471.45
ord_000494,1,credit_card,12,1087.07
ord_000495,1,credit_card,1,392.0
ord_000496,1,credit_card,6,1104.88
ord_000497,1,credit_card,10,37.49
ord_000498,1,credit_card,1,443.22
ord_000499,1,credit_card,1,2007.95
ord_000500,1,boleto,1,539.34
ord_000501,1,credit_card,3,808.74
ord_000502,1,credit_card,12,2427.22
ord_000503,1,credit_card,1,1515.06
ord_000504,1,credit_card,10,628.5
ord_000505,1,credit_card,10,16.94
ord_000506,1,boleto,1,1099.79
ord_000507,1,credit_card,6,878.11
ord_000508,1,credit_card,2,1111.77
ord_000509,1,credit_card,3,268.63
ord_000510,1,voucher,1,878.48
ord_000511,1,credit_card,1,223.92
ord_000512,1,credit_card,2,399.01
ord_000513,1,credit_card,4,702.74
ord_000514,1,credit_card,12,97.16
ord_000515,1,credit_card,4,298.08
ord_000516,1,credit_card,10,85.66
ord_000517,1,credit_card,4,1043.02
ord_000518,1,credit_card,10,116.33
ord_000519,1,credit_card,3,335.38
ord_000520,1,credit_card,4,290.52
ord_000521,1,credit_card,4,199.3
ord_000522,1,credit_card,6,83.51
ord_000523,1,credit_card,2,567.45
ord_000524,1,credit_card,12,147.93
ord_000524,2,credit_card,6,23.17
ord_000525,1,credit_card,6,609.31
ord_000526,1,voucher,1,198.78
ord_000527,1,credit_card,3,46.84
ord_000528,1,credit_card,1,2302.83
ord_000529,1,credit_card,10,593.41
ord_000530,1,credit_card,6,116.82
ord_000531,1,credit_card,2,190.68
ord_000532,1,credit_card,4,386.38
ord_000533,1,credit_card,1,108.23
ord_000534,1,credit_card,12,104.38
ord_000535,1,boleto,1,555.53
ord_000536,1,credit_card,4,744.9
ord_000537,1,credit_card,12,321.27
ord_000538,1,credit_card,12,190.29
ord_000539,1,credit_card,3,129.52
ord_000540,1,credit_card,10,250.57
ord_000541,1,credit_card,2,124.9
ord_000542,1,credit_card,6,2315.08
ord_000543,1,credit_card,4,584.9
ord_000544,1,boleto,1,1148.56
ord_000545,1,credit_card,4,1096.38
ord_000546,1,boleto,1,337.87
ord_000547,1,boleto,1,194.1
ord_000548,1,credit_card,4,485.3
ord_000549,1,credit_card,1,74.35
ord_000550,1,credit_card,2,606.24
ord_000551,1,credit_card,4,110.27
ord_000552,1,credit_card,12,198.99
ord_000553,1,credit_card,2,63.87
ord_000554,1,credit_card,3,1109.69
ord_000555,1,credit_card,4,635.87
ord_000556,1,credit_card,6,1045.61
ord_000557,1,boleto,1,43.11
ord_000558,1,credit_card,10,183.05
ord_000559,1,boleto,1,1436.98
ord_000560,1,boleto,1,318.26
ord_000561,1,boleto,1,133.67
ord_000562,1,credit_card,10,187.67
ord_000563,1,credit_card,1,63.84
ord_000564,1,credit_card,2,193.3
ord_000565,1,credit_card,2,83.04
ord_000566,1,boleto,1,230.27
ord_000567,1,credit_card,6,86.24
ord_000568,1,boleto,1,490.99
ord_000569,1,boleto,1,39.77
ord_000570,1,credit_card,2,114.49
ord_000571,1,credit_card,10,30.36
ord_000571,2,credit_card,6,48.63
ord_000572,1,credit_card,4,128.5
ord_000573,1,credit_card,4,1825.94
ord_000574,1,voucher,1,137.18
ord_000575,1,credit_card,2,223.28
ord_000576,1,credit_card,6,178.31
ord_000577,1,credit_card,6,84.36
ord_000578,1,boleto,1,92.29
ord_000579,1,credit_card,4,65.77
ord_000580,1,voucher,1,616.53
ord_000581,1,credit_card,10,120.45
ord_000582,1,credit_card,1,427.52
ord_000583,1,credit_card,6,424.7
ord_000584,1,credit_card,2,124.75
ord_000585,1,voucher,1,567.33
ord_000586,1,credit_card,1,400.53
ord_000587,1,credit_card,1,205.76
ord_000588,1,credit_card,3,1113.35
ord_000589,1,credit_card,4,50.41
ord_000589,2,credit_card,3,78.56
ord_000590,1,credit_card,10,406.94
ord_000591,1,credit_card,6,101.67
ord_000592,1,credit_card,6,1036.39
ord_000593,1,credit_card,10,41.16
ord_000594,1,credit_card,2,219.38
ord_000594,2,credit_card,1,235.64
ord_000595,1,credit_card,3,120.16
ord_000596,1,credit_card,4,939.55
ord_000597,1,credit_card,6,213.64
ord_000598,1,credit_card,2,741.4
ord_000599,1,credit_card,6,595.81
ord_000600,1,credit_card,12,345.29
ord_000601,1,credit_card,12,124.72
ord_000602,1,credit_card,3,88.68
ord_000603,1,credit_card,3,118.84
ord_000604,1,credit_card,10,96.57
ord_000605,1,credit_card,6,63.23
ord_000606,1,credit_card,1,83.96
ord_000607,1,credit_card,3,531.69
ord_000608,1,credit_card,6,130.22
ord_000609,1,boleto,1,820.08
ord_000610,1,boleto,1,752.81
ord_000611,1,credit_card,2,42.2
ord_000612,1,credit_card,2,331.29
ord_000613,1,credit_card,12,360.57
ord_000614,1,credit_card,3,92.22
ord_000615,1,credit_card,2,48.95
ord_000616,1,credit_card,6,150.06
ord_000617,1,credit_card,12,270.75
ord_000618,1,credit_card,12,212.98
ord_000619,1,boleto,1,461.89
ord_000620,1,credit_card,1,65.38
ord_000621,1,credit_card,6,39.23
ord_000622,1,debit_card,1,1111.17
ord_000623,1,credit_card,6,405.93
ord_000624,1,boleto,1,294.25
ord_000625,1,boleto,1,1137.79
ord_000626,1,credit_card,12,398.0
ord_000627,1,credit_card,6,1098.45
ord_000628,1,credit_card,6,531.53
ord_000629,1,boleto,1,437.3
ord_000630,1,credit_card,2,246.3
ord_000631,1,credit_card,3,1052.62
ord_000632,1,credit_card,4,219.92
ord_000633,1,credit_card,6,1106.16
ord_000634,1,credit_card,10,25.36
ord_000635,1,credit_card,10,89.26
ord_000635,2,credit_card,3,217.65
ord_000635,3,credit_card,6,23.21
ord_000636,1,credit_card,3,1100.9
ord_000637,1,boleto,1,182.6
ord_000638,1,credit_card,2,143.6
ord_000639,1,boleto,1,39.04
ord_000640,1,credit_card,4,35.58
ord_000641,1,boleto,1,525.48
ord_000642,1,boleto,1,26.36
ord_000643,1,voucher,1,390.75
ord_000644,1,credit_card,3,564.84
ord_000645,1,credit_card,6,112.42
ord_000646,1,boleto,1,914.3
ord_000647,1,credit_card,10,40.23
ord_000648,1,credit_card,4,501.11
ord_000649,1,credit_card,2,64.88
ord_000650,1,credit_card,10,238.53
ord_000651,1,credit_card,10,46.7
ord_000652,1,credit_card,4,604.91
ord_000653,1,credit_card,6,75.39
ord_000654,1,credit_card,2,477.79
ord_000655,1,credit_card,3,427.49
ord_000656,1,credit_card,1,1065.2
ord_000657,1,credit_card,3,199.86
ord_000658,1,credit_card,1,1100.84
ord_000659,1,credit_card,3,915.97
ord_000660,1,credit_card,12,64.71
ord_000661,1,boleto,1,1008.43
ord_000662,1,credit_card,10,438.56
ord_000663,1,credit_card,6,101.75
ord_000664,1,voucher,1,1102.51
ord_000665,1,boleto,1,162.75
ord_000666,1,credit_card,4,95.81
ord_000667,1,credit_card,2,49.13
ord_000668,1,credit_card,3,310.9
ord_000669,1,boleto,1,81.52
ord_000670,1,credit_card,4,113.84
ord_000671,1,voucher,1,148.74
ord_000672,1,credit_card,2,931.43
ord_000673,1,boleto,1,213.06
ord_000674,1,boleto,1,300.42
ord_000675,1,boleto,1,1105.86
ord_000676,1,credit_card,6,47.75
ord_000677,1,boleto,1,406.46
ord_000678,1,boleto,1,299.07
ord_000679,1,credit_card,1,228.2
ord_000680,1,debit_card,1,571.68
ord_000681,1,boleto,1,68.26
ord_000682,1,credit_card,3,67.99
ord_000683,1,boleto,1,861.23
ord_000684,1,boleto,1,75.77
ord_000685,1,credit_card,3,37.43
ord_000686,1,credit_card,12,222.71
ord_000687,1,credit_card,6,130.42
ord_000688,1,credit_card,10,34.69
ord_000689,1,credit_card,10,1202.46
ord_000690,1,boleto,1,213.55
ord_000691,1,credit_card,12,298.67
ord_000692,1,credit_card,2,575.56
