customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cus_000162,usr_000162,63341,Porto Alegre,RS
cus_000163,usr_000163,60050,Belo Horizonte,MG
cus_000164,usr_000164,46015,São Paulo,SP
cus_000165,usr_000165,85689,Vitória,ES
cus_000166,usr_000166,58377,São Paulo,SP
cus_000167,usr_000167,80928,Vitória,ES
cus_000168,usr_000168,38079,São Paulo,SP
cus_000169,usr_000169,89984,Rio de Janeiro,RJ
cus_000170,usr_000170,85843,Belo Horizonte,MG
cus_000171,usr_000171,74133,São Paulo,SP
cus_000172,usr_000172,95861,Porto Alegre,RS
cus_000173,usr_000173,79997,Brasília,DF
cus_000174,usr_000174,77380,Brasília,DF
cus_000175,usr_000175,41662,Porto Alegre,RS
cus_000176,usr_000176,52374,Goiânia,GO
cus_000177,usr_000177,12104,São Paulo,SP
cus_000178,usr_000178,44054,São Paulo,SP
cus_000179,usr_000179,97832,Florianópolis,SC
cus_000180,usr_000180,13249,Vitória,ES
cus_000181,usr_000181,48425,Porto Alegre,RS
cus_000182,usr_000182,29074,São Paulo,SP
cus_000183,usr_000183,26166,São Paulo,SP
cus_000184,usr_000184,11114,São Paulo,SP
cus_000185,usr_000185,67543,São Paulo,SP
cus_000186,usr_000186,70013,Salvador,BA
cus_000187,usr_000187,82006,São Paulo,SP
cus_000188,usr_000188,22266,São Paulo,SP
cus_000189,usr_000189,82885,São Paulo,SP
cus_000190,usr_000190,58366,Florianópolis,SC
cus_000191,usr_000191,95317,São Paulo,SP
cus_000192,usr_000192,38346,São Paulo,SP
cus_000193,usr_000193,31671,Salvador,BA
cus_000194,usr_000194,62474,Belo Horizonte,MG
cus_000195,usr_000195,89907,Recife,PE
cus_000196,usr_000196,61513,Goiânia,GO
cus_000197,usr_000197,66916,Salvador,BA
cus_000198,usr_000198,27174,Belo Horizonte,MG
cus_000199,usr_000199,33768,Florianópolis,SC
cus_000200,usr_000200,49655,São Paulo,SP
cus_000201,usr_000201,68621,Belo Horizonte,MG
cus_000202,usr_000202,22012,Brasília,DF
cus_000203,usr_000203,20313,São Paulo,SP
cus_000204,usr_000204,30102,Florianópolis,SC
cus_000205,usr_000205,04495,Florianópolis,SC
cus_000206,usr_000206,50015,Rio de Janeiro,RJ
cus_000207,usr_000207,50140,São Paulo,SP
cus_000208,usr_000208,13987,São Paulo,SP
cus_000209,usr_000209,20142,Florianópolis,SC
cus_000210,usr_000210,62925,São Paulo,SP
cus_000211,usr_000211,93476,Curitiba,PR
cus_000212,usr_000212,11384,Rio de Janeiro,RJ
cus_000213,usr_000213,20597,São Paulo,SP
cus_000214,usr_000214,70176,Belo Horizonte,MG
cus_000215,usr_000215,32147,Rio de Janeiro,RJ
cus_000216,usr_000216,56027,São Paulo,SP
cus_000217,usr_000217,09232,Porto Alegre,RS
cus_000218,usr_000218,79215,São Paulo,SP
cus_000219,usr_000219,76372,Belo Horizonte,MG
cus_000220,usr_000220,57261,São Paulo,SP
cus_000221,usr_000221,75798,São Paulo,SP
cus_000222,usr_000222,12221,Rio de Janeiro,RJ
cus_000223,usr_000223,69951,Belo Horizonte,MG
cus_000224,usr_000224,67535,Belo Horizonte,MG
cus_000225,usr_000225,62621,Belo Horizonte,MG
cus_000226,usr_000226,49929,São Paulo,SP
cus_000227,usr_000227,09855,São Paulo,SP
cus_000228,usr_000228,83346,São Paulo,SP
cus_000229,usr_000229,44583,São Paulo,SP
cus_000230,usr_000230,45374,São Paulo,SP
cus_000231,usr_000231,90742,Florianópolis,SC
cus_000232,usr_000232,83802,Rio de Janeiro,RJ
cus_000233,usr_000233,94853,São Paulo,SP
cus_000234,usr_000234,39462,Salvador,BA
cus_000235,usr_000235,06492,São Paulo,SP
cus_000236,usr_000236,53196,São Paulo,SP
cus_000237,usr_000237,34202,Vitória,ES
cus_000238,usr_000238,38501,São Paulo,SP
cus_000239,usr_000239,86948,Rio de Janeiro,RJ
cus_000240,usr_000240,49237,São Paulo,SP
cus_000241,usr_000241,58637,Rio de Janeiro,RJ
cus_000242,usr_000242,25486,Recife,PE
cus_000243,usr_000243,69062,Rio de Janeiro,RJ
cus_000244,usr_000244,56640,São Paulo,SP
cus_000245,usr_000245,24652,São Paulo,SP
cus_000246,usr_000246,11494,Belo Horizonte,MG
cus_000247,usr_000247,59447,São Paulo,SP
cus_000248,usr_000248,91408,Porto Alegre,RS
cus_000249,usr_000249,96265,Rio de Janeiro,RJ
cus_000250,usr_000250,58008,Brasília,DF
cus_000251,usr_000251,08518,São Paulo,SP
cus_000252,usr_000252,48619,São Paulo,SP
cus_000253,usr_000253,21969,Belo Horizonte,MG
cus_000254,usr_000254,80635,Goiânia,GO
cus_000255,usr_000255,17545,Porto Alegre,RS
cus_000256,usr_000256,49015,São Paulo,SP
cus_000257,usr_000257,05244,Rio de Janeiro,RJ
cus_000258,usr_000258,49623,Porto Alegre,RS
cus_000259,usr_000259,76225,Rio de Janeiro,RJ
cus_000260,usr_000260,42207,São Paulo,SP
cus_000261,usr_000261,15869,Porto Alegre,RS
cus_000262,usr_000262,68861,São Paulo,SP
cus_000263,usr_000263,35311,Rio de Janeiro,RJ
cus_000264,usr_000264,29124,Salvador,BA
cus_000265,usr_000265,65382,Vitória,ES
cus_000266,usr_000266,10706,São Paulo,SP
cus_000267,usr_000267,59341,Rio de Janeiro,RJ
cus_000268,usr_000268,42889,Vitória,ES
cus_000269,usr_000269,73089,Porto Alegre,RS
cus_000270,usr_000270,21644,Belo Horizonte,MG
cus_000271,usr_000271,84584,Curitiba,PR
cus_000272,usr_000272,30391,São Paulo,SP
cus_000273,usr_000273,19202,São Paulo,SP
cus_000274,usr_000274,48303,São Paulo,SP
cus_000275,usr_000275,73305,Belo Horizonte,MG
cus_000276,usr_000276,09617,São Paulo,SP
cus_000277,usr_000277,95223,São Paulo,SP
cus_000278,usr_000278,54665,Rio de Janeiro,RJ
cus_000279,usr_000279,42553,Florianópolis,SC
cus_000280,usr_000280,90143,Porto Alegre,RS
cus_000281,usr_000281,73260,Belo Horizonte,MG
cus_000282,usr_000282,17912,Porto Alegre,RS
cus_000283,usr_000283,08263,Rio de Janeiro,RJ
cus_000284,usr_000284,40862,Florianópolis,SC
cus_000285,usr_000285,93973,São Paulo,SP
cus_000286,usr_000286,69012,São Paulo,SP
cus_000287,usr_000287,33847,Recife,PE
cus_000288,usr_000288,36972,São Paulo,SP
cus_000289,usr_000289,70924,São Paulo,SP
cus_000290,usr_000290,78569,São Paulo,SP
cus_000291,usr_000291,87341,Goiânia,GO
cus_000292,usr_000292,45252,Porto Alegre,RS
cus_000293,usr_000293,04718,Florianópolis,SC
cus_000294,usr_000294,76598,São Paulo,SP
cus_000295,usr_000295,75991,São Paulo,SP
cus_000296,usr_000296,66278,Rio de Janeiro,RJ
cus_000297,usr_000297,85136,Recife,PE
cus_000298,usr_000298,90783,Goiânia,GO
cus_000299,usr_000299,91257,Rio de Janeiro,RJ
cus_000300,usr_000300,64471,São Paulo,SP
cus_000301,usr_000301,19830,Rio de Janeiro,RJ
cus_000302,usr_000302,97233,São Paulo,SP
cus_000303,usr_000303,53260,Vitória,ES
cus_000304,usr_000304,74616,São Paulo,SP
cus_000305,usr_000305,17059,São Paulo,SP
cus_000306,usr_000306,13689,São Paulo,SP
cus_000307,usr_000307,81658,São Paulo,SP
cus_000308,usr_000308,21932,Rio de Janeiro,RJ
cus_000309,usr_000309,95519,Florianópolis,SC
cus_000310,usr_000310,66308,São Paulo,SP
cus_000311,usr_000311,41441,Vitória,ES
cus_000312,usr_000312,52543,Rio de Janeiro,RJ
cus_000313,usr_000313,29199,Belo Horizonte,MG
cus_000314,usr_000314,37877,Belo Horizonte,MG
cus_000315,usr_000315,86755,Rio de Janeiro,RJ
cus_000316,usr_000316,02071,Porto Alegre,RS
cus_000317,usr_000317,35664,Florianópolis,SC
cus_000318,usr_000318,48964,Curitiba,PR
cus_000319,usr_000319,74638,São Paulo,SP
cus_000320,usr_000320,10637,São Paulo,SP
cus_000321,usr_000321,73070,Rio de Janeiro,RJ
cus_000322,usr_000322,90181,São Paulo,SP
cus_000323,usr_000323,13672,Porto Alegre,RS
cus_000324,usr_000324,45444,Rio de Janeiro,RJ
cus_000325,usr_000325,19909,Belo Horizonte,MG
cus_000326,usr_000326,66546,São Paulo,SP
cus_000327,usr_000327,94531,São Paulo,SP
cus_000328,usr_000328,60898,São Paulo,SP
cus_000329,usr_000329,19321,São Paulo,SP
cus_000330,usr_000330,22299,São Paulo,SP
cus_000331,usr_000331,40221,Rio de Janeiro,RJ
cus_000332,usr_000332,67809,Belo Horizonte,MG
cus_000333,usr_000333,40294,Belo Horizonte,MG
cus_000334,usr_000334,44416,Rio de Janeiro,RJ
cus_000335,usr_000335,77507,Porto Alegre,RS
cus_000336,usr_000336,91183,São Paulo,SP
cus_000337,usr_000337,35803,Porto Alegre,RS
cus_000338,usr_000338,76821,Goiânia,GO
cus_000339,usr_000339,77483,Belo Horizonte,MG
cus_000340,usr_000340,95526,Rio de Janeiro,RJ
cus_000341,usr_000341,20369,Porto Alegre,RS
cus_000342,usr_000342,76047,Florianópolis,SC
cus_000343,usr_000343,03482,Goiânia,GO
cus_000344,usr_000344,55127,Rio de Janeiro,RJ
cus_000345,usr_000345,81147,Curitiba,PR
cus_000346,usr_000346,97447,Fortaleza,CE
cus_000347,usr_000347,68984,Curitiba,PR
cus_000348,usr_000348,87799,São Paulo,SP
cus_000349,usr_000349,23699,Rio de Janeiro,RJ
cus_000350,usr_000350,72601,Rio de Janeiro,RJ
cus_000351,usr_000351,95493,Rio de Janeiro,RJ
cus_000352,usr_000352,35650,Curitiba,PR
cus_000353,usr_000353,33311,Porto Alegre,RS
cus_000354,usr_000354,40008,São Paulo,SP
cus_000355,usr_000355,91471,Salvador,BA
cus_000356,usr_000356,46718,Curitiba,PR
cus_000357,usr_000357,95589,Belo Horizonte,MG
cus_000358,usr_000358,89686,São Paulo,SP
cus_000359,usr_000359,52712,Belo Horizonte,MG
cus_000360,usr_000360,20198,Florianópolis,SC
cus_000361,usr_000361,94603,São Paulo,SP
cus_000362,usr_000362,86979,São Paulo,SP
cus_000363,usr_000363,27485,São Paulo,SP
cus_000364,usr_000364,74664,Florianópolis,SC
cus_000365,usr_000365,81698,Curitiba,PR
cus_000366,usr_000366,07653,Curitiba,PR
cus_000367,usr_000367,84616,Porto Alegre,RS
cus_000368,usr_000368,44292,São Paulo,SP
cus_000369,usr_000369,19018,Curitiba,PR
cus_000370,usr_000370,21701,São Paulo,SP
cus_000371,usr_000371,63350,Rio de Janeiro,RJ
cus_000372,usr_000372,38649,Rio de Janeiro,RJ
cus_000373,usr_000373,12725,São Paulo,SP
cus_000374,usr_000374,97821,Porto Alegre,RS
cus_000375,usr_000375,23946,Curitiba,PR
cus_000376,usr_000376,05763,Rio de Janeiro,RJ
cus_000377,usr_000377,65930,Vitória,ES
cus_000378,usr_000378,38941,São Paulo,SP
cus_000379,usr_000379,75443,Brasília,DF
cus_000380,usr_000380,44914,Porto Alegre,RS
cus_000381,usr_000381,72211,São Paulo,SP
cus_000382,usr_000382,18589,Belo Horizonte,MG
cus_000383,usr_000383,26272,Brasília,DF
cus_000384,usr_000384,96829,Florianópolis,SC
cus_000385,usr_000385,25405,Rio de Janeiro,RJ
cus_000386,usr_000386,39669,São Paulo,SP
cus_000387,usr_000387,24002,Belo Horizonte,MG
cus_000388,usr_000388,54148,Porto Alegre,RS
cus_000389,usr_000389,12368,Florianópolis,SC
cus_000390,usr_000390,19430,Rio de Janeiro,RJ
cus_000391,usr_000391,01895,Rio de Janeiro,RJ
cus_000392,usr_000392,99796,São Paulo,SP
cus_000393,usr_000393,77344,São Paulo,SP
cus_000394,usr_000394,86679,Curitiba,PR
cus_000395,usr_000395,88528,Rio de Janeiro,RJ
cus_000396,usr_000396,54138,São Paulo,SP
cus_000397,usr_000397,93216,Curitiba,PR
cus_000398,usr_000398,84717,Salvador,BA
cus_000399,usr_000399,81560,Fortaleza,CE
cus_000400,usr_000400,63676,São Paulo,SP
cus_000401,usr_000401,80395,São Paulo,SP
cus_000402,usr_000402,62712,Rio de Janeiro,RJ
cus_000403,usr_000403,29627,Salvador,BA
cus_000404,usr_000404,79094,Salvador,BA
cus_000405,usr_000405,59556,Brasília,DF
cus_000406,usr_000406,74946,Belo Horizonte,MG
cus_000407,usr_000407,67255,São Paulo,SP
cus_000408,usr_000408,22566,São Paulo,SP
cus_000409,usr_000409,16235,São Paulo,SP
cus_000410,usr_000410,65071,Curitiba,PR
cus_000411,usr_000411,08292,São Paulo,SP
cus_000412,usr_000412,60873,Rio de Janeiro,RJ
cus_000413,usr_000413,89181,Belo Horizonte,MG
cus_000414,usr_000414,52897,Florianópolis,SC
cus_000415,usr_000415,,São Paulo,SP
cus_000416,usr_000416,56534,São Paulo,SP
cus_000417,usr_000417,08897,São Paulo,SP
cus_000418,usr_000418,62875,Fortaleza,CE
cus_000419,usr_000419,18750,São Paulo,SP
cus_000420,usr_000420,85656,Salvador,BA
cus_000421,usr_000421,51132,Goiânia,GO
cus_000422,usr_000422,50479,Rio de Janeiro,RJ
cus_000423,usr_000423,87742,Rio de Janeiro,RJ
cus_000424,usr_000424,46582,Brasília,DF
cus_000425,usr_000425,52518,São Paulo,SP
cus_000426,usr_000426,30188,Belo Horizonte,MG
cus_000427,usr_000427,40107,Florianópolis,SC
cus_000428,usr_000428,56591,Rio de Janeiro,RJ
cus_000429,usr_000429,33441,Belo Horizonte,MG
cus_000430,usr_000430,25704,Rio de Janeiro,RJ
cus_000431,usr_000431,15790,Fortaleza,CE
cus_000432,usr_000432,81599,São Paulo,SP
cus_000433,usr_000433,03050,Salvador,BA
cus_000434,usr_000434,78849,São Paulo,SP
cus_000435,usr_000435,93181,São Paulo,SP
cus_000436,usr_000436,06798,Brasília,DF
cus_000437,usr_000437,29477,Rio de Janeiro,RJ
cus_000438,usr_000438,19367,Salvador,BA
cus_000439,usr_000439,96881,Belo Horizonte,MG
cus_000440,usr_000440,89150,Belo Horizonte,MG
cus_000441,usr_000441,19777,Florianópolis,SC
cus_000442,usr_000442,55206,Vitória,ES
cus_000443,usr_000443,78550,São Paulo,SP
cus_000444,usr_000444,83050,Brasília,DF
cus_000445,usr_000445,07145,Porto Alegre,RS
cus_000446,usr_000446,88994,Vitória,ES
cus_000447,usr_000447,92266,Rio de Janeiro,RJ
cus_000448,usr_000448,50343,Rio de Janeiro,RJ
cus_000449,usr_000449,32584,São Paulo,SP
cus_000450,usr_000450,93743,Florianópolis,SC
cus_000451,usr_000451,08552,São Paulo,SP
cus_000452,usr_000452,74044,Belo Horizonte,MG
cus_000453,usr_000453,34422,Belo Horizonte,MG
cus_000454,usr_000454,59954,São Paulo,SP
cus_000455,usr_000455,95972,Florianópolis,SC
cus_000456,usr_000456,50436,Florianópolis,SC
cus_000457,usr_000457,10539,Porto Alegre,RS
cus_000458,usr_000458,95936,São Paulo,SP
cus_000459,usr_000459,28379,Porto Alegre,RS
cus_000460,usr_000460,03009,Brasília,DF
cus_000461,usr_000461,98186,São Paulo,SP
cus_000462,usr_000462,63773,São Paulo,SP
cus_000463,usr_000463,93244,Fortaleza,CE
cus_000464,usr_000464,73362,São Paulo,SP
cus_000465,usr_000465,62112,São Paulo,SP
cus_000466,usr_000466,35283,Belo Horizonte,MG
cus_000467,usr_000467,62080,Rio de Janeiro,RJ
cus_000468,usr_000468,62537,São Paulo,SP
cus_000469,usr_000469,27624,Salvador,BA
cus_000470,usr_000470,74731,Rio de Janeiro,RJ
cus_000471,usr_000471,03125,Brasília,DF
cus_000472,usr_000472,76909,São Paulo,SP
cus_000473,usr_000473,26715,Curitiba,PR
cus_000474,usr_000474,33208,São Paulo,SP
cus_000475,usr_000475,90764,Rio de Janeiro,RJ
cus_000476,usr_000476,65044,São Paulo,SP
cus_000477,usr_000477,65303,Goiânia,GO
cus_000478,usr_000478,47160,Rio de Janeiro,RJ
cus_000479,usr_000479,65004,São Paulo,SP
cus_000480,usr_000480,85123,São Paulo,SP
cus_000481,usr_000481,10742,Goiânia,GO
cus_000482,usr_000482,01836,Goiânia,GO
cus_000483,usr_000483,31334,Rio de Janeiro,RJ
cus_000484,usr_000484,29668,São Paulo,SP
cus_000485,usr_000485,81980,Belo Horizonte,MG
cus_000486,usr_000486,64334,Porto Alegre,RS
cus_000487,usr_000487,70758,Porto Alegre,RS
cus_000488,usr_000488,70391,Belo Horizonte,MG
cus_000489,usr_000489,38576,Curitiba,PR
cus_000490,usr_000490,89346,São Paulo,SP
cus_000491,usr_000491,24496,Rio de Janeiro,RJ
cus_000492,usr_000492,20516,São Paulo,SP
cus_000493,usr_000493,34084,São Paulo,SP
cus_000494,usr_000494,53022,Florianópolis,SC
cus_000495,usr_000495,61161,São Paulo,SP
cus_000496,usr_000496,30603,Belo Horizonte,MG
cus_000497,usr_000497,11566,São Paulo,SP
cus_000498,usr_000498,05152,Porto Alegre,RS
cus_000499,usr_000499,73443,São Paulo,SP
cus_000500,usr_000500,93123,Rio de Janeiro,RJ
cus_000501,usr_000501,57873,São Paulo,SP
cus_000502,usr_000502,13499,Porto Alegre,RS
cus_000503,usr_000503,31115,Recife,PE
cus_000504,usr_000504,75289,São Paulo,SP
cus_000505,usr_000505,10744,Rio de Janeiro,RJ
cus_000506,usr_000506,72176,Curitiba,PR
cus_000507,usr_000507,42220,Belo Horizonte,MG
cus_000508,usr_000508,19899,São Paulo,SP
cus_000509,usr_000509,53205,Salvador,BA
cus_000510,usr_000510,74919,Fortaleza,CE
cus_000511,usr_000511,52007,São Paulo,SP
cus_000512,usr_000512,51311,Porto Alegre,RS
cus_000513,usr_000513,91349,Salvador,BA
cus_000514,usr_000514,46332,Curitiba,PR
cus_000515,usr_000515,10963,São Paulo,SP
cus_000516,usr_000516,79067,São Paulo,SP
cus_000517,usr_000517,04883,Rio de Janeiro,RJ
cus_000518,usr_000518,60054,Porto Alegre,RS
cus_000519,usr_000519,50207,Rio de Janeiro,RJ
cus_000520,usr_000520,87595,Rio de Janeiro,RJ
cus_000521,usr_000521,39715,Rio de Janeiro,RJ
cus_000522,usr_000522,11752,Salvador,BA
cus_000523,usr_000523,84086,São Paulo,SP
cus_000524,usr_000524,48277,São Paulo,SP
cus_000525,usr_000525,41405,São Paulo,SP
cus_000526,usr_000526,14399,Rio de Janeiro,RJ
cus_000527,usr_000527,59830,São Paulo,SP
cus_000528,usr_000528,14538,Belo Horizonte,MG
cus_000529,usr_000529,13198,São Paulo,SP
cus_000530,usr_000530,51493,Belo Horizonte,MG
cus_000531,usr_000531,12101,São Paulo,SP
cus_000532,usr_000532,32816,Curitiba,PR
cus_000533,usr_000533,50903,Belo Horizonte,MG
cus_000534,usr_000534,36180,São Paulo,SP
cus_000535,usr_000535,57973,Rio de Janeiro,RJ
cus_000536,usr_000536,11082,São Paulo,SP
cus_000537,usr_000537,95489,Rio de Janeiro,RJ
cus_000538,usr_000538,26630,Porto Alegre,RS
cus_000539,usr_000539,01887,Rio de Janeiro,RJ
cus_000540,usr_000540,82289,Goiânia,GO
cus_000541,usr_000541,58700,Rio de Janeiro,RJ
cus_000542,usr_000542,86332,São Paulo,SP
cus_000543,usr_000543,43030,Vitória,ES
cus_000544,usr_000544,63784,Porto Alegre,RS
cus_000545,usr_000545,42830,São Paulo,SP
cus_000546,usr_000546,65357,São Paulo,SP
cus_000547,usr_000547,43714,Goiânia,GO
cus_000548,usr_000548,52502,Rio de Janeiro,RJ
cus_000549,usr_000549,27188,Rio de Janeiro,RJ
cus_000550,usr_000550,90353,Belo Horizonte,MG
cus_000551,usr_000551,96317,Salvador,BA
cus_000552,usr_000552,58469,Rio de Janeiro,RJ
cus_000553,usr_000553,10064,Salvador,BA
