return_id,order_id,product_id,return_reason,return_date,return_status
ret_000107,ord_002564,prd_00063,unsatisfied,2024-02-24 05:22:32,rejected
ret_000108,ord_002575,prd_02115,delayed_delivery,2024-03-08 07:41:43,approved
ret_000109,ord_002582,prd_00011,unsatisfied,2024-02-21 09:53:56,approved
ret_000110,ord_002589,prd_00002,defective,2024-03-09 12:01:42,rejected
ret_000111,ord_002609,prd_00002,wrong_item,2024-02-23 18:40:11,approved
ret_000112,ord_002621,prd_00740,unsatisfied,2024-02-19 20:55:57,approved
ret_000113,ord_002653,prd_00006,defective,2024-02-25 08:40:59,rejected
ret_000114,ord_002671,prd_00001,unsatisfied,2024-02-25 16:42:12,approved
ret_000115,ord_002685,prd_00153,delayed_delivery,2024-02-21 20:40:54,approved
ret_000116,ord_002693,prd_00276,wrong_item,2024-02-18 22:47:37,approved
ret_000117,ord_002765,prd_00001,unsatisfied,2024-02-28 18:49:47,rejected
ret_000118,ord_002781,prd_00001,defective,2024-03-11 00:36:24,approved
ret_000119,ord_002819,prd_00308,unsatisfied,2024-03-09 15:28:18,approved
ret_000120,ord_002831,prd_00096,wrong_item,2024-02-23 18:39:23,rejected
ret_000121,ord_002834,prd_00001,delayed_delivery,2024-02-22 19:53:06,rejected
ret_000122,ord_002909,prd_00001,wrong_item,2024-03-03 05:58:40,rejected
ret_000123,ord_003007,prd_00006,unsatisfied,2024-02-28 22:38:13,approved
ret_000124,ord_003061,prd_00421,wrong_item,2024-03-03 15:09:58,pending
ret_000125,ord_003102,prd_00072,defective,2024-03-21 04:30:11,approved
ret_000126,ord_003153,prd_00001,wrong_item,2024-03-01 00:17:23,approved
ret_000127,ord_003165,prd_00006,defective,2024-03-07 04:20:45,approved
ret_000128,ord_003262,prd_00690,defective,2024-03-12 13:53:10,approved
ret_000129,ord_003299,prd_00001,wrong_item,2024-03-15 03:46:04,approved
ret_000130,ord_003305,prd_00276,wrong_item,2024-03-08 08:24:40,pending
ret_000131,ord_003328,prd_00001,wrong_item,2024-03-20 17:37:29,approved
ret_000132,ord_003333,prd_00011,wrong_item,2024-03-07 18:57:21,approved
ret_000133,ord_003344,prd_00062,defective,2024-03-12 00:39:06,approved
ret_000134,ord_003349,prd_00530,defective,2024-03-02 04:46:17,approved
ret_000135,ord_003352,prd_00019,unsatisfied,2024-03-13 06:07:23,approved
ret_000136,ord_003488,prd_01088,unsatisfied,2024-03-18 10:10:11,approved
ret_000137,ord_003506,prd_00621,wrong_item,2024-03-25 18:29:57,approved
ret_000138,ord_003536,prd_01006,unsatisfied,2024-03-07 05:56:00,approved
ret_000139,ord_003539,prd_00004,unsatisfied,2024-03-20 06:26:41,approved
ret_000140,ord_003620,prd_00055,delayed_delivery,2024-03-06 05:06:43,approved
ret_000141,ord_003671,prd_00001,unsatisfied,2024-03-19 21:28:18,approved
ret_000142,ord_003710,prd_01263,defective,2024-03-10 15:26:55,approved
ret_000143,ord_003761,prd_00001,unsatisfied,2024-03-21 12:13:36,approved
ret_000144,ord_003866,prd_00240,unsatisfied,2024-03-31 00:00:28,rejected
ret_000145,ord_003868,prd_00067,unsatisfied,2024-03-16 00:56:25,approved
ret_000146,ord_003934,prd_01856,defective,2024-03-23 19:12:46,approved
ret_000147,ord_003950,prd_02319,unsatisfied,2024-04-02 22:00:58,approved
ret_000148,ord_003952,prd_00307,defective,2024-04-01 22:28:29,approved
ret_000149,ord_003988,prd_02175,defective,2024-03-20 09:32:08,approved
ret_000150,ord_004041,prd_00005,defective,2024-03-13 19:45:56,approved
ret_000151,ord_004054,prd_00033,defective,2024-03-21 21:49:34,rejected
ret_000152,ord_004055,prd_00033,unsatisfied,2024-03-12 22:27:27,rejected
ret_000153,ord_004056,prd_00205,wrong_item,2024-03-13 22:38:37,approved
ret_000154,ord_004064,prd_00377,unsatisfied,2024-03-30 00:18:57,rejected
ret_000155,ord_004081,prd_00077,defective,2024-03-30 03:48:06,pending
ret_000156,ord_004084,prd_00361,wrong_item,2024-03-23 04:17:14,approved
ret_000157,ord_004113,prd_00042,wrong_item,2024-03-15 11:49:11,rejected
ret_000158,ord_004133,prd_00005,unsatisfied,2024-04-04 19:49:17,approved
ret_000159,ord_004145,prd_00200,defective,2024-04-01 23:03:07,approved
ret_000160,ord_004158,prd_01802,wrong_item,2024-03-31 03:55:00,approved
ret_000161,ord_004195,prd_00019,unsatisfied,2024-03-27 12:10:19,approved
ret_000162,ord_004208,prd_00081,defective,2024-03-16 14:29:28,approved
ret_000163,ord_004240,prd_01088,delayed_delivery,2024-03-13 19:53:25,pending
ret_000164,ord_004308,prd_02215,defective,2024-03-26 19:34:15,approved
ret_000165,ord_004332,prd_01362,defective,2024-03-20 01:59:10,approved
ret_000166,ord_004346,prd_00005,delayed_delivery,2024-04-03 06:35:54,approved
ret_000167,ord_004349,prd_00064,wrong_item,2024-03-17 07:08:57,approved
ret_000168,ord_004401,prd_00094,unsatisfied,2024-04-03 02:15:17,approved
ret_000169,ord_004401,prd_00001,defective,2024-03-14 02:15:17,rejected
ret_000170,ord_004408,prd_00608,unsatisfied,2024-04-05 04:38:20,approved
ret_000171,ord_004439,prd_00011,wrong_item,2024-03-29 13:01:16,approved
ret_000172,ord_004454,prd_00055,unsatisfied,2024-03-25 19:21:06,approved
ret_000173,ord_004576,prd_00637,delayed_delivery,2024-03-17 09:29:06,approved
ret_000174,ord_004579,prd_00061,defective,2024-03-30 09:57:34,approved
ret_000175,ord_004592,prd_01015,wrong_item,2024-03-22 11:23:29,approved
ret_000176,ord_004604,prd_00469,defective,2024-03-26 13:25:07,approved
ret_000177,ord_004606,prd_00004,wrong_item,2024-03-19 13:40:33,approved
ret_000178,ord_004618,prd_00107,wrong_item,2024-03-19 16:29:12,approved
ret_000179,ord_004619,prd_02335,defective,2024-04-05 17:04:13,approved
ret_000180,ord_004622,prd_00002,delayed_delivery,2024-04-08 17:26:21,rejected
ret_000181,ord_004662,prd_00007,defective,2024-04-09 01:19:19,approved
ret_000182,ord_004670,prd_00073,unsatisfied,2024-03-22 03:19:51,approved
ret_000183,ord_004725,prd_00085,wrong_item,2024-03-19 18:41:37,approved
ret_000184,ord_004769,prd_00139,defective,2024-04-10 05:28:05,pending
ret_000185,ord_004770,prd_00002,wrong_item,2024-04-06 05:36:46,approved
ret_000186,ord_004799,prd_00057,defective,2024-04-03 12:05:04,approved
ret_000187,ord_004820,prd_01183,wrong_item,2024-03-31 15:17:49,approved
ret_000188,ord_004829,prd_00779,unsatisfied,2024-03-26 16:43:20,approved
ret_000189,ord_004837,prd_01028,unsatisfied,2024-04-05 18:19:08,approved
ret_000190,ord_004842,prd_02024,unsatisfied,2024-03-24 18:54:35,approved
ret_000191,ord_004874,prd_00012,unsatisfied,2024-03-26 02:26:19,approved
ret_000192,ord_004877,prd_00022,unsatisfied,2024-03-19 03:25:55,approved
ret_000193,ord_004877,prd_00002,delayed_delivery,2024-04-04 03:25:55,approved
ret_000194,ord_004898,prd_00056,wrong_item,2024-04-03 08:09:48,approved
ret_000195,ord_004973,prd_00002,wrong_item,2024-03-22 06:48:22,rejected
ret_000196,ord_004976,prd_00038,defective,2024-04-08 07:37:38,approved
ret_000197,ord_005044,prd_00007,unsatisfied,2024-03-27 10:49:52,approved
ret_000198,ord_005044,prd_00219,wrong_item,2024-04-12 10:49:52,approved
ret_000199,ord_005048,prd_00002,defective,2024-04-15 11:33:51,approved
ret_000200,ord_005050,prd_00017,unsatisfied,2024-03-27 12:05:31,rejected
ret_000201,ord_005056,prd_00146,unsatisfied,2024-04-05 14:30:16,approved
ret_000202,ord_005056,prd_02413,wrong_item,2024-04-15 14:30:16,approved
ret_000203,ord_005091,prd_00002,unsatisfied,2024-04-01 02:45:59,approved
ret_000204,ord_005124,prd_00015,unsatisfied,2024-03-29 13:34:55,rejected
ret_000205,ord_005138,prd_00371,unsatisfied,2024-04-10 19:24:10,rejected
ret_000206,ord_005159,prd_00155,unsatisfied,2024-04-11 01:15:34,approved
ret_000207,ord_005161,prd_00061,defective,2024-04-07 01:38:45,approved
ret_000208,ord_005183,prd_00006,wrong_item,2024-03-27 06:17:57,approved
ret_000209,ord_005244,prd_01147,defective,2024-04-13 17:28:45,approved
ret_000210,ord_005278,prd_00001,unsatisfied,2024-04-11 01:34:11,approved
ret_000211,ord_005336,prd_00918,defective,2024-03-29 15:20:46,approved
ret_000212,ord_005342,prd_02275,unsatisfied,2024-03-27 17:06:42,approved
ret_000213,ord_005359,prd_00060,unsatisfied,2024-04-17 20:33:41,rejected
ret_000214,ord_005395,prd_00050,defective,2024-04-02 03:36:25,approved
ret_000215,ord_005406,prd_00055,wrong_item,2024-03-26 06:34:57,approved
ret_000216,ord_005414,prd_00157,defective,2024-04-16 08:40:51,pending
ret_000217,ord_005431,prd_01932,wrong_item,2024-03-27 12:35:47,approved
ret_000218,ord_005437,prd_00003,unsatisfied,2024-04-07 13:14:19,approved
ret_000219,ord_005440,prd_02487,wrong_item,2024-03-31 14:23:19,approved
ret_000220,ord_005447,prd_02180,delayed_delivery,2024-04-06 16:01:49,approved
ret_000221,ord_005458,prd_00001,unsatisfied,2024-04-04 18:39:38,approved
ret_000222,ord_005496,prd_02256,defective,2024-04-10 02:51:20,approved
ret_000223,ord_005500,prd_00073,wrong_item,2024-04-02 03:55:09,approved
ret_000224,ord_005507,prd_00619,defective,2024-04-10 06:19:19,approved
ret_000225,ord_005531,prd_00002,defective,2024-04-09 15:17:32,approved
ret_000226,ord_005558,prd_00004,unsatisfied,2024-03-31 22:33:44,approved
ret_000227,ord_005559,prd_00050,defective,2024-03-28 23:14:01,approved
ret_000228,ord_005599,prd_00188,unsatisfied,2024-04-10 13:40:15,approved
ret_000229,ord_005628,prd_00002,wrong_item,2024-04-15 02:16:24,approved
ret_000230,ord_005656,prd_01708,unsatisfied,2024-04-11 09:30:23,approved
ret_000231,ord_005662,prd_00409,defective,2024-04-12 12:16:22,approved
ret_000232,ord_005686,prd_00081,defective,2024-04-18 20:45:23,approved
ret_000233,ord_005692,prd_01546,wrong_item,2024-04-15 21:51:00,approved
ret_000234,ord_005721,prd_00136,wrong_item,2024-04-06 06:36:12,approved
ret_000235,ord_005726,prd_00153,unsatisfied,2024-03-31 08:27:36,approved
ret_000236,ord_005744,prd_00307,unsatisfied,2024-04-18 14:42:12,approved
ret_000237,ord_005782,prd_00076,unsatisfied,2024-04-13 00:01:38,approved
ret_000238,ord_005800,prd_00153,wrong_item,2024-03-31 03:45:00,approved
ret_000239,ord_005836,prd_02153,defective,2024-04-03 11:43:44,approved
ret_000240,ord_005875,prd_00117,wrong_item,2024-04-12 19:02:37,approved
ret_000241,ord_005880,prd_00006,unsatisfied,2024-04-22 22:20:23,approved
ret_000242,ord_005954,prd_00007,unsatisfied,2024-04-10 19:12:07,rejected
ret_000243,ord_005995,prd_00013,wrong_item,2024-04-24 04:26:15,approved
ret_000244,ord_006030,prd_00481,defective,2024-04-14 13:22:01,approved
ret_000245,ord_006074,prd_00724,defective,2024-04-26 05:27:42,approved
ret_000246,ord_006094,prd_00016,unsatisfied,2024-04-16 11:22:36,approved
ret_000247,ord_006103,prd_00001,unsatisfied,2024-04-04 13:09:27,approved
ret_000248,ord_006127,prd_01668,delayed_delivery,2024-04-09 22:57:25,rejected
ret_000249,ord_006165,prd_02296,defective,2024-04-14 08:23:09,approved
ret_000250,ord_006228,prd_00003,unsatisfied,2024-04-18 06:44:09,approved
ret_000251,ord_006230,prd_00830,defective,2024-04-06 07:42:49,approved
ret_000252,ord_006267,prd_00637,defective,2024-04-07 19:51:41,approved
ret_000253,ord_006278,prd_00066,unsatisfied,2024-04-09 00:17:50,approved
ret_000254,ord_006292,prd_00005,wrong_item,2024-04-12 05:21:09,approved
ret_000255,ord_006328,prd_01182,unsatisfied,2024-04-07 16:08:57,approved
ret_000256,ord_006331,prd_00002,defective,2024-04-17 18:52:06,approved
ret_000257,ord_006333,prd_00373,defective,2024-04-29 19:19:59,approved
ret_000258,ord_006360,prd_00001,delayed_delivery,2024-04-23 05:16:19,approved
ret_000259,ord_006374,prd_00053,wrong_item,2024-04-06 08:08:31,rejected
ret_000260,ord_006382,prd_00552,wrong_item,2024-04-10 09:28:09,pending
ret_000261,ord_006416,prd_00965,unsatisfied,2024-04-28 18:38:49,rejected
ret_000262,ord_006432,prd_00002,wrong_item,2024-04-13 22:12:02,approved
ret_000263,ord_006433,prd_00040,unsatisfied,2024-04-09 22:27:06,approved
ret_000264,ord_006442,prd_00052,defective,2024-04-13 00:27:51,approved
ret_000265,ord_006463,prd_00932,wrong_item,2024-04-18 05:02:23,approved
ret_000266,ord_006500,prd_00002,unsatisfied,2024-04-18 14:18:58,approved
ret_000267,ord_006514,prd_00010,unsatisfied,2024-04-14 16:10:34,approved
ret_000268,ord_006588,prd_00002,wrong_item,2024-04-10 09:40:42,approved
ret_000269,ord_006598,prd_00072,defective,2024-04-10 11:43:44,approved
ret_000270,ord_006635,prd_00010,wrong_item,2024-04-15 21:25:03,approved
ret_000271,ord_006643,prd_00485,delayed_delivery,2024-04-15 22:17:05,approved
ret_000272,ord_006645,prd_00013,wrong_item,2024-04-16 22:33:13,rejected
ret_000273,ord_006649,prd_01570,defective,2024-04-29 23:55:30,rejected
ret_000274,ord_006652,prd_00402,defective,2024-04-14 00:46:03,approved
ret_000275,ord_006704,prd_00682,defective,2024-04-28 17:49:27,approved
ret_000276,ord_006740,prd_01008,wrong_item,2024-04-20 09:14:46,approved
ret_000277,ord_006757,prd_00341,defective,2024-04-17 13:59:19,approved
ret_000278,ord_006795,prd_00384,unsatisfied,2024-04-22 00:48:13,approved
ret_000279,ord_006800,prd_00007,defective,2024-04-15 03:22:38,approved
ret_000280,ord_006819,prd_00022,wrong_item,2024-04-28 07:09:46,approved
ret_000281,ord_006868,prd_00016,defective,2024-04-21 00:25:13,approved
ret_000282,ord_006943,prd_00041,wrong_item,2024-04-17 22:51:54,approved
ret_000283,ord_006953,prd_00040,wrong_item,2024-05-04 02:18:38,approved
ret_000284,ord_006984,prd_01267,defective,2024-04-21 11:58:40,approved
ret_000285,ord_007012,prd_00135,wrong_item,2024-04-14 17:23:59,approved
ret_000286,ord_007026,prd_00051,delayed_delivery,2024-05-02 19:47:29,approved
ret_000287,ord_007102,prd_00002,wrong_item,2024-05-05 17:27:18,approved
ret_000288,ord_007139,prd_00002,defective,2024-05-02 00:44:34,approved
ret_000289,ord_007158,prd_00005,defective,2024-05-03 05:04:55,approved
ret_000290,ord_007160,prd_00001,defective,2024-04-28 05:20:45,approved
ret_000291,ord_007201,prd_00295,wrong_item,2024-05-04 13:13:14,approved
ret_000292,ord_007204,prd_00011,unsatisfied,2024-04-25 14:15:16,approved
ret_000293,ord_007255,prd_00001,delayed_delivery,2024-04-30 05:29:07,approved
ret_000294,ord_007297,prd_00172,wrong_item,2024-04-24 15:32:59,approved
ret_000295,ord_007308,prd_01021,wrong_item,2024-05-06 19:06:31,approved
ret_000296,ord_007328,prd_02283,wrong_item,2024-05-06 01:20:00,approved
ret_000297,ord_007348,prd_00079,defective,2024-05-11 06:32:16,approved
ret_000298,ord_007356,prd_00005,wrong_item,2024-04-23 08:36:56,pending
ret_000299,ord_007357,prd_01416,unsatisfied,2024-05-05 08:40:39,pending
ret_000300,ord_007363,prd_00055,defective,2024-05-06 11:25:01,pending
ret_000301,ord_007403,prd_01453,wrong_item,2024-04-27 22:33:00,approved
ret_000302,ord_007405,prd_00597,wrong_item,2024-04-29 22:40:42,approved
ret_000303,ord_007413,prd_00006,unsatisfied,2024-05-08 00:57:05,approved
ret_000304,ord_007420,prd_02278,unsatisfied,2024-04-18 02:26:56,pending
ret_000305,ord_007452,prd_00020,delayed_delivery,2024-05-09 12:30:45,approved
ret_000306,ord_007452,prd_00107,unsatisfied,2024-04-21 12:30:45,approved
ret_000307,ord_007495,prd_00007,wrong_item,2024-05-02 01:19:20,approved
ret_000308,ord_007506,prd_00163,unsatisfied,2024-04-28 06:23:30,approved
ret_000309,ord_007542,prd_00755,unsatisfied,2024-05-02 20:58:25,approved
ret_000310,ord_007566,prd_00002,unsatisfied,2024-04-22 04:26:28,approved
ret_000311,ord_007578,prd_00706,wrong_item,2024-05-02 07:10:50,approved
ret_000312,ord_007605,prd_00733,defective,2024-04-27 11:33:02,approved
ret_000313,ord_007644,prd_01051,wrong_item,2024-05-09 23:21:29,approved
ret_000314,ord_007648,prd_01197,defective,2024-05-10 23:52:48,approved
ret_000315,ord_007731,prd_00022,unsatisfied,2024-05-02 18:55:35,approved
ret_000316,ord_007732,prd_01038,wrong_item,2024-04-23 18:58:59,approved
ret_000317,ord_007747,prd_00138,delayed_delivery,2024-05-07 22:50:30,approved
ret_000318,ord_007756,prd_00016,unsatisfied,2024-05-08 00:29:13,rejected
ret_000319,ord_007789,prd_00518,defective,2024-05-04 08:00:30,approved
ret_000320,ord_007871,prd_00305,defective,2024-05-06 00:10:34,rejected
ret_000321,ord_007873,prd_00001,defective,2024-05-17 00:24:50,approved
ret_000322,ord_007918,prd_01733,delayed_delivery,2024-04-24 17:58:14,approved
ret_000323,ord_007947,prd_00072,defective,2024-05-17 01:20:24,approved
ret_000324,ord_007963,prd_00267,defective,2024-05-18 06:20:16,approved
ret_000325,ord_007973,prd_01432,delayed_delivery,2024-04-27 10:07:04,approved
ret_000326,ord_007974,prd_00513,defective,2024-04-25 10:08:44,rejected
ret_000327,ord_007998,prd_01077,defective,2024-05-18 17:00:52,approved
ret_000328,ord_008047,prd_00569,defective,2024-05-07 10:43:34,approved
ret_000329,ord_008074,prd_01263,defective,2024-04-28 21:14:31,approved
ret_000330,ord_008093,prd_02059,wrong_item,2024-05-13 03:42:46,approved
ret_000331,ord_008139,prd_00052,delayed_delivery,2024-05-09 22:07:26,rejected
ret_000332,ord_008188,prd_00006,defective,2024-05-10 05:57:44,approved
ret_000333,ord_008199,prd_00009,wrong_item,2024-05-04 07:35:15,approved
ret_000334,ord_008219,prd_00002,defective,2024-05-17 13:14:40,rejected
ret_000335,ord_008220,prd_00002,unsatisfied,2024-05-18 13:24:18,approved
ret_000336,ord_008235,prd_01358,delayed_delivery,2024-05-15 17:07:42,approved
ret_000337,ord_008241,prd_01213,wrong_item,2024-05-20 17:35:38,approved
ret_000338,ord_008264,prd_00069,wrong_item,2024-05-06 23:12:34,approved
ret_000339,ord_008264,prd_02482,unsatisfied,2024-05-09 23:12:34,approved
ret_000340,ord_008269,prd_00447,wrong_item,2024-05-15 00:20:17,approved
ret_000341,ord_008283,prd_00001,unsatisfied,2024-05-23 02:55:13,approved
ret_000342,ord_008331,prd_00140,wrong_item,2024-05-22 13:54:41,rejected
ret_000343,ord_008383,prd_00004,wrong_item,2024-05-02 01:41:11,approved
ret_000344,ord_008385,prd_00016,delayed_delivery,2024-05-14 01:58:17,approved
ret_000345,ord_008386,prd_00273,wrong_item,2024-05-23 02:03:25,approved
ret_000346,ord_008396,prd_00006,unsatisfied,2024-05-10 04:00:55,approved
ret_000347,ord_008478,prd_01306,defective,2024-05-02 02:12:26,rejected
ret_000348,ord_008498,prd_01320,wrong_item,2024-05-06 07:32:08,approved
ret_000349,ord_008537,prd_00007,wrong_item,2024-05-11 00:20:18,approved
ret_000350,ord_008550,prd_00121,wrong_item,2024-05-18 04:59:17,pending
ret_000351,ord_008559,prd_00006,wrong_item,2024-05-09 08:10:02,approved
ret_000352,ord_008618,prd_00391,wrong_item,2024-05-23 05:22:09,approved
